name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member,parent_key
tania,3,1,3,uuid:f3ee6346-d393-4fd3-939f-4c4ee4527b34
neville,1,0,66,uuid:f4971e71-dab0-4892-a23b-7e6a63803391
thane,3,0,12,uuid:f4971e71-dab0-4892-a23b-7e6a63803391
andrew,3,0,7,uuid:f4971e71-dab0-4892-a23b-7e6a63803391
boaz,3,0,6,uuid:f4971e71-dab0-4892-a23b-7e6a63803391
clement,3,0,2,uuid:f4971e71-dab0-4892-a23b-7e6a63803391
fortune,2,1,45,uuid:f4971e71-dab0-4892-a23b-7e6a63803391
roxy,3,1,18,uuid:f4971e71-dab0-4892-a23b-7e6a63803391
lanny,1,0,60,uuid:f538c7a9-d8cc-43b0-ad73-ca8c00ae707d
milton,3,0,5,uuid:f538c7a9-d8cc-43b0-ad73-ca8c00ae707d
verity,2,1,32,uuid:f538c7a9-d8cc-43b0-ad73-ca8c00ae707d
dione,3,1,8,uuid:f538c7a9-d8cc-43b0-ad73-ca8c00ae707d
julienne,3,1,2,uuid:f538c7a9-d8cc-43b0-ad73-ca8c00ae707d
antwan,1,0,54,uuid:f558d06e-5e3d-48a5-8a1f-c6f7d515a23f
dawson,3,0,18,uuid:f558d06e-5e3d-48a5-8a1f-c6f7d515a23f
rebeccanne,2,1,39,uuid:f558d06e-5e3d-48a5-8a1f-c6f7d515a23f
m_lanie,3,1,7,uuid:f558d06e-5e3d-48a5-8a1f-c6f7d515a23f
roxanne,3,1,8,uuid:f558d06e-5e3d-48a5-8a1f-c6f7d515a23f
hepsie,3,1,5,uuid:f558d06e-5e3d-48a5-8a1f-c6f7d515a23f
julie,4,1,0,uuid:f558d06e-5e3d-48a5-8a1f-c6f7d515a23f
irène,1,1,46,uuid:f67b24fe-b62e-4072-8f6d-e207621fa251
kelsie,3,1,14,uuid:f67b24fe-b62e-4072-8f6d-e207621fa251
celandine,3,1,12,uuid:f67b24fe-b62e-4072-8f6d-e207621fa251
zo•,3,1,6,uuid:f67b24fe-b62e-4072-8f6d-e207621fa251
jera,3,1,5,uuid:f67b24fe-b62e-4072-8f6d-e207621fa251
marcie,3,1,1,uuid:f67b24fe-b62e-4072-8f6d-e207621fa251
hugh,3,0,19,uuid:f6befdb5-4aa1-4f93-9a2b-e7c8e62f200e
jeffry,3,0,16,uuid:f6befdb5-4aa1-4f93-9a2b-e7c8e62f200e
jim,5,0,7,uuid:f6befdb5-4aa1-4f93-9a2b-e7c8e62f200e
pallu,5,0,4,uuid:f6befdb5-4aa1-4f93-9a2b-e7c8e62f200e
toinette,1,1,59,uuid:f6befdb5-4aa1-4f93-9a2b-e7c8e62f200e
deanne,5,1,2,uuid:f6befdb5-4aa1-4f93-9a2b-e7c8e62f200e
willard,3,0,7,uuid:f6c74547-9e60-4fb3-b7c9-f3f51744c876
jodene,1,1,32,uuid:f6c74547-9e60-4fb3-b7c9-f3f51744c876
lorri,3,1,0,uuid:f6c74547-9e60-4fb3-b7c9-f3f51744c876
zedekiah,1,0,51,uuid:f6db33c8-8e55-4b5b-bb05-1bf897f22b65
andr_,3,0,12,uuid:f6db33c8-8e55-4b5b-bb05-1bf897f22b65
edison,3,0,7,uuid:f6db33c8-8e55-4b5b-bb05-1bf897f22b65
chasity,2,1,40,uuid:f6db33c8-8e55-4b5b-bb05-1bf897f22b65
philippa,3,1,9,uuid:f6db33c8-8e55-4b5b-bb05-1bf897f22b65
allie,3,1,0,uuid:f6db33c8-8e55-4b5b-bb05-1bf897f22b65
elnathan,5,0,5,uuid:f7efca57-cb9c-4350-92be-3f713795cf7a
goddard,5,0,0,uuid:f7efca57-cb9c-4350-92be-3f713795cf7a
pollyanna,1,1,59,uuid:f7efca57-cb9c-4350-92be-3f713795cf7a
olivette,3,1,28,uuid:f7efca57-cb9c-4350-92be-3f713795cf7a
danièle,3,1,25,uuid:f7efca57-cb9c-4350-92be-3f713795cf7a
rexana,5,1,8,uuid:f7efca57-cb9c-4350-92be-3f713795cf7a
annie,5,1,5,uuid:f7efca57-cb9c-4350-92be-3f713795cf7a
cordell,3,0,11,uuid:f88c4a88-d6e0-48b8-a51b-81fa88731202
judy,1,1,40,uuid:f88c4a88-d6e0-48b8-a51b-81fa88731202
dot,3,1,13,uuid:f88c4a88-d6e0-48b8-a51b-81fa88731202
zelma,3,1,8,uuid:f88c4a88-d6e0-48b8-a51b-81fa88731202
abigail,3,1,2,uuid:f88c4a88-d6e0-48b8-a51b-81fa88731202
herb,4,0,9,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
ichabod,1,0,46,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
jareth,3,0,18,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
larrie,3,0,16,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
marquis,3,0,12,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
melvyn,3,0,9,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
merrick,3,0,1,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
annis,2,1,47,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
sylviane,3,1,14,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
brandi,3,1,5,uuid:f9ebf8b4-a101-4e1e-91f9-576b8ae9c556
prosper,4,0,15,uuid:fa6dce4b-c993-43b4-8ed3-f747326a8a93
rastus,3,0,11,uuid:fa6dce4b-c993-43b4-8ed3-f747326a8a93
ray,3,0,0,uuid:fa6dce4b-c993-43b4-8ed3-f747326a8a93
sherah,1,1,30,uuid:fa6dce4b-c993-43b4-8ed3-f747326a8a93
jenny,3,1,7,uuid:fa6dce4b-c993-43b4-8ed3-f747326a8a93
r_mi,3,0,33,uuid:fa9a036f-0e04-444b-b321-ed16f899c4e1
amy,1,1,84,uuid:fa9a036f-0e04-444b-b321-ed16f899c4e1
emmie,3,1,30,uuid:fa9a036f-0e04-444b-b321-ed16f899c4e1
posie,5,1,10,uuid:fa9a036f-0e04-444b-b321-ed16f899c4e1
faith,5,1,7,uuid:fa9a036f-0e04-444b-b321-ed16f899c4e1
isabell,5,1,2,uuid:fa9a036f-0e04-444b-b321-ed16f899c4e1
scottie,3,0,15,uuid:fb5ed3aa-bddd-4a13-9f37-767a61615c0e
shaun,3,0,0,uuid:fb5ed3aa-bddd-4a13-9f37-767a61615c0e
terence,2,0,38,uuid:fb5ed3aa-bddd-4a13-9f37-767a61615c0e
janey,1,1,36,uuid:fb5ed3aa-bddd-4a13-9f37-767a61615c0e
libby,3,1,8,uuid:fb5ed3aa-bddd-4a13-9f37-767a61615c0e
earl,1,0,86,uuid:fc841914-9305-4484-b972-c0717bea9c78
jaylen,5,0,8,uuid:fc841914-9305-4484-b972-c0717bea9c78
myranda,3,1,35,uuid:fc841914-9305-4484-b972-c0717bea9c78
queen,5,1,12,uuid:fc841914-9305-4484-b972-c0717bea9c78
clover,5,1,1,uuid:fc841914-9305-4484-b972-c0717bea9c78
obadiah,5,0,12,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
phil,5,0,8,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
topher,5,0,3,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
zubin,5,0,0,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
edie,1,1,70,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
michaela,3,1,30,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
floella,5,1,11,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
mary,3,1,16,uuid:fcc73bab-ae7e-4180-8236-b24664be5a47
abihu,1,0,64,uuid:fcec5537-8d4d-4949-9052-2f32b90cf4a9
cephas,3,0,25,uuid:fcec5537-8d4d-4949-9052-2f32b90cf4a9
sethunya,2,1,62,uuid:fcec5537-8d4d-4949-9052-2f32b90cf4a9
adjoa,3,1,17,uuid:fcec5537-8d4d-4949-9052-2f32b90cf4a9
lisette,5,1,0,uuid:fcec5537-8d4d-4949-9052-2f32b90cf4a9
normand,3,0,16,uuid:fdfff971-facf-4be6-8fba-4be84f15200a
maris,1,1,57,uuid:fdfff971-facf-4be6-8fba-4be84f15200a
chastity,3,1,22,uuid:fdfff971-facf-4be6-8fba-4be84f15200a
lorainne,5,1,0,uuid:fdfff971-facf-4be6-8fba-4be84f15200a
randal,1,0,25,uuid:fe3d4ee9-ba7c-4857-9f4b-7ee547247e1d
sheridan,3,0,3,uuid:fe3d4ee9-ba7c-4857-9f4b-7ee547247e1d
kassia,2,1,26,uuid:fe3d4ee9-ba7c-4857-9f4b-7ee547247e1d
sallie,3,1,0,uuid:fe3d4ee9-ba7c-4857-9f4b-7ee547247e1d
tyrese,3,0,14,uuid:fe848ceb-6082-4d52-80b0-d9b4b740fe87
tyrik,3,0,0,uuid:fe848ceb-6082-4d52-80b0-d9b4b740fe87
tiara,1,1,39,uuid:fe848ceb-6082-4d52-80b0-d9b4b740fe87
shyla,3,1,17,uuid:fe848ceb-6082-4d52-80b0-d9b4b740fe87
georgine,3,1,11,uuid:fe848ceb-6082-4d52-80b0-d9b4b740fe87
iona,3,1,7,uuid:fe848ceb-6082-4d52-80b0-d9b4b740fe87
benedict,1,0,42,uuid:fe9f53ae-e9f7-4d88-852d-3f0ae743ad13
denzil,3,0,9,uuid:fe9f53ae-e9f7-4d88-852d-3f0ae743ad13
sera,2,1,36,uuid:fe9f53ae-e9f7-4d88-852d-3f0ae743ad13
deniece,3,1,5,uuid:fe9f53ae-e9f7-4d88-852d-3f0ae743ad13
jos_e,3,1,0,uuid:fe9f53ae-e9f7-4d88-852d-3f0ae743ad13
fredrick,5,0,3,uuid:fec15133-15e5-4358-824b-3452a074488e
ga_tan,5,0,10,uuid:fec15133-15e5-4358-824b-3452a074488e
joses,5,0,7,uuid:fec15133-15e5-4358-824b-3452a074488e
holly,1,1,62,uuid:fec15133-15e5-4358-824b-3452a074488e
karenza,3,1,36,uuid:fec15133-15e5-4358-824b-3452a074488e
baylee,3,1,31,uuid:fec15133-15e5-4358-824b-3452a074488e
laraine,5,1,18,uuid:fec15133-15e5-4358-824b-3452a074488e
noella,5,1,15,uuid:fec15133-15e5-4358-824b-3452a074488e
cherilyn,5,1,12,uuid:fec15133-15e5-4358-824b-3452a074488e
earlene,5,1,10,uuid:fec15133-15e5-4358-824b-3452a074488e
malachi,3,0,15,uuid:ffc90085-5f35-4410-b165-4a94f0cb3d73
nathanael,3,0,11,uuid:ffc90085-5f35-4410-b165-4a94f0cb3d73
oliver,5,0,11,uuid:ffc90085-5f35-4410-b165-4a94f0cb3d73
leanna,1,1,48,uuid:ffc90085-5f35-4410-b165-4a94f0cb3d73
ambrosine,3,1,32,uuid:ffc90085-5f35-4410-b165-4a94f0cb3d73
margaret,3,1,4,uuid:ffc90085-5f35-4410-b165-4a94f0cb3d73
eleanor,5,1,2,uuid:ffc90085-5f35-4410-b165-4a94f0cb3d73
